"city","year","month","time","long","lat","site","Wind Speed - Resultant","Outdoor Temperature","Barometric pressure","Ozone"
"Long Beach",2012,12,156,-118.18921,33.82376,"Long Beach (North)",NA,20.2993279032258,9.44220432258066,0.021624
"Long Beach",2013,1,157,-118.18921,33.82376,"Long Beach (North)",NA,28.2437403870968,13.1390168387097,0.0246862258064516
"Long Beach",2013,2,158,-118.18921,33.82376,"Long Beach (North)",NA,26.1711018571429,9.50320514285715,0.0264788214285714
"Long Beach",2013,3,159,-118.18921,33.82376,"Long Beach (North)",NA,25.5907257419355,8.08467741935488,0.028612935483871
"Long Beach",2013,4,160,-118.18921,33.82376,"Long Beach (North)",NA,21.0301388666667,8.1482489,0.0223848
"Long Beach",2013,5,161,-118.18921,33.82376,"Long Beach (North)",NA,25.0499999677419,5.23589932258062,0.03117688
"Long Beach",2013,6,162,-118.18921,33.82376,"Long Beach (North)",NA,17.5783333,5.08333330000005,0.0312824333333333
"Long Beach",2013,7,163,-118.18921,33.82376,"Long Beach (North)",NA,20.1723362258064,5.68643173076919,0.0189367419354839
"Long Beach",2013,8,164,-118.18921,33.82376,"Long Beach (North)",NA,23.1212997096774,5.38721361290322,0.0213898387096774
"Long Beach",2013,9,165,-118.18921,33.82376,"Long Beach (North)",NA,22.2411146666667,7.02864709999994,0.0259629666666667
"Long Beach",2013,10,166,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2013,11,167,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2013,12,168,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,1,169,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,2,170,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,3,171,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,4,172,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,5,173,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,6,174,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,7,175,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,8,176,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,9,177,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,10,178,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,11,179,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2014,12,180,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,1,181,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,2,182,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,3,183,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,4,184,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,5,185,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,6,186,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,7,187,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,8,188,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,9,189,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,10,190,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,11,191,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2015,12,192,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,1,193,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,2,194,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,3,195,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,4,196,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,5,197,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,6,198,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,7,199,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,8,200,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,9,201,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,10,202,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,11,203,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Long Beach",2016,12,204,-118.18921,33.82376,"Long Beach (North)",NA,NA,NA,NA
"Chula Vista",2006,1,73,-117.059075,32.631231,"Chula Vista",11.2636160967742,32.3918888709677,NA,0.0351451612903226
"Chula Vista",2006,2,74,-117.059075,32.631231,"Chula Vista",6.76086314285714,26.2291665357143,NA,0.0397242142857143
"Chula Vista",2006,3,75,-117.059075,32.631231,"Chula Vista",6.59020732258065,20.4210829677419,NA,0.0208068387096774
"Chula Vista",2006,4,76,-117.059075,32.631231,"Chula Vista",7.69013893333333,14.9333333333333,NA,0.0316013666666667
"Chula Vista",2006,5,77,-117.059075,32.631231,"Chula Vista",7.02419358064516,11.5766129677419,NA,0.0226991290322581
"Chula Vista",2006,6,78,-117.059075,32.631231,"Chula Vista",6.5152778,27.1055555333333,NA,0.0230083333333333
"Chula Vista",2006,7,79,-117.059075,32.631231,"Chula Vista",5.54677419354839,25.8481182580645,NA,0.0218470322580645
"Chula Vista",2006,8,80,-117.059075,32.631231,"Chula Vista",6.35051435483871,12.8463067096774,NA,0.0169515161290323
"Chula Vista",2006,9,81,-117.059075,32.631231,"Chula Vista",6.71249996666667,19.6833334,NA,0.0299163
"Chula Vista",2006,10,82,-117.059075,32.631231,"Chula Vista",6.85902293548387,19.934628516129,NA,0.0337993225806452
"Chula Vista",2006,11,83,-117.059075,32.631231,"Chula Vista",6.20416666666667,26.4416667333333,NA,0.0345955666666667
"Chula Vista",2006,12,84,-117.059075,32.631231,"Chula Vista",12.8634216129032,23.5881336451613,NA,0.032533
"Chula Vista",2007,1,85,-117.059075,32.631231,"Chula Vista",7.39182035483871,24.8225806129032,NA,0.0242709130434783
"Chula Vista",2007,2,86,-117.059075,32.631231,"Chula Vista",8.05342267857143,27.7872023571429,NA,0.0237276428571429
"Chula Vista",2007,3,87,-117.059075,32.631231,"Chula Vista",11.7915323548387,28.248656,NA,0.038259
"Chula Vista",2007,4,88,-117.059075,32.631231,"Chula Vista",7.95597216666667,10.5928029,NA,0.0264291333333333
"Chula Vista",2007,5,89,-117.059075,32.631231,"Chula Vista",5.24396383870968,24.922043,NA,0.0383178064516129
"Chula Vista",2007,6,90,-117.059075,32.631231,"Chula Vista",5.6102778,12.3388888666667,NA,0.0208997333333333
"Chula Vista",2007,7,91,-117.059075,32.631231,"Chula Vista",4.76653222580645,11.7607527096774,NA,0.0198878064516129
"Chula Vista",2007,8,92,-117.059075,32.631231,"Chula Vista",5.71021512903226,14.3454300322581,NA,0.0233670967741935
"Chula Vista",2007,9,93,-117.059075,32.631231,"Chula Vista",5.6438164,26.5442028666667,NA,0.0287972666666667
"Chula Vista",2007,10,94,-117.059075,32.631231,"Chula Vista",6.75725809677419,22.5833333548387,NA,0.0416308279569892
"Chula Vista",2007,11,95,-117.059075,32.631231,"Chula Vista",8.02555556666667,25.4708333333333,NA,0.0301333
"Chula Vista",2007,12,96,-117.059075,32.631231,"Chula Vista",7.60887093548387,19.2271505806452,NA,0.0246729032258064
"Chula Vista",2008,1,97,-117.059075,32.631231,"Chula Vista",11.5672042903226,21.772849516129,NA,0.0248969677419355
"Chula Vista",2008,2,98,-117.059075,32.631231,"Chula Vista",8.34396548275862,24.3060344827586,NA,0.0249252413793103
"Chula Vista",2008,3,99,-117.059075,32.631231,"Chula Vista",7.38077951612903,25.4543010967742,NA,0.0319970322580645
"Chula Vista",2008,4,100,-117.059075,32.631231,"Chula Vista",5.12856056666667,31.0041667,NA,0.0407853666666667
"Chula Vista",2008,5,101,-117.059075,32.631231,"Chula Vista",6.75449396774194,27.1176951290323,NA,0.0250803548387097
"Chula Vista",2008,6,102,-117.059075,32.631231,"Chula Vista",6.31819446666667,24.2625,NA,0.0272292
"Chula Vista",2008,7,103,-117.059075,32.631231,"Chula Vista",4.52000932258064,8.91158248387097,NA,0.0164871612903226
"Chula Vista",2008,8,104,-117.059075,32.631231,"Chula Vista",4.74129170967742,11.4179352580645,NA,0.0235631290322581
"Chula Vista",2008,9,105,-117.059075,32.631231,"Chula Vista",5.90348436666667,20.9830314333333,NA,0.0385403
"Chula Vista",2008,10,106,-117.059075,32.631231,"Chula Vista",6.20714809677419,27.6030059032258,NA,0.0503758709677419
"Chula Vista",2008,11,107,-117.059075,32.631231,"Chula Vista",10.5996437333333,27.9870773,NA,0.0298142666666667
"Chula Vista",2008,12,108,-117.059075,32.631231,"Chula Vista",8.28857532258065,19.1397849032258,NA,0.0245605862068966
"Chula Vista",2009,1,109,-117.059075,32.631231,"Chula Vista",7.25524196774194,24.3965053548387,NA,0.0286048064516129
"Chula Vista",2009,2,110,-117.059075,32.631231,"Chula Vista",11.8426500714286,26.8453674285714,NA,0.0216842142857143
"Chula Vista",2009,3,111,-117.059075,32.631231,"Chula Vista",8.32938658064516,29.4914468064516,NA,0.035543064516129
"Chula Vista",2009,4,112,-117.059075,32.631231,"Chula Vista",8.4969444,37.6541667666667,NA,0.0294168
"Chula Vista",2009,5,113,-117.059075,32.631231,"Chula Vista",5.54986561290323,11.8655912580645,NA,0.0188333333333333
"Chula Vista",2009,6,114,-117.059075,32.631231,"Chula Vista",5.0475,14.4097222,NA,0.0228934333333333
"Chula Vista",2009,7,115,-117.059075,32.631231,"Chula Vista",4.62701612903226,14.8440859677419,NA,0.0159946129032258
"Chula Vista",2009,8,116,-117.059075,32.631231,"Chula Vista",4.82486561290323,24.3857527419355,NA,0.0295977096774194
"Chula Vista",2009,9,117,-117.059075,32.631231,"Chula Vista",6.89180556666667,24.9500000333333,NA,0.0387324333333333
"Chula Vista",2009,10,118,-117.059075,32.631231,"Chula Vista",9.40147851612903,22.5477761612903,NA,0.0341008064516129
"Chula Vista",2009,11,119,-117.059075,32.631231,"Chula Vista",7.99777776666667,22.0708333333333,NA,0.0359534
"Chula Vista",2009,12,120,-117.059075,32.631231,"Chula Vista",11.9567729677419,21.6301425806452,NA,0.0266759032258065
"Chula Vista",2010,1,121,-117.059075,32.631231,"Chula Vista",14.5049730967742,21.1102150322581,NA,0.0306719677419355
"Chula Vista",2010,2,122,-117.059075,32.631231,"Chula Vista",6.41651785714286,21.25,NA,0.0281190357142857
"Chula Vista",2010,3,123,-117.059075,32.631231,"Chula Vista",11.4682429354839,26.133064516129,NA,0.0249583225806452
"Chula Vista",2010,4,124,-117.059075,32.631231,"Chula Vista",8.3854167,18.6597222333333,NA,0.0233014
"Chula Vista",2010,5,125,-117.059075,32.631231,"Chula Vista",7.57446238709677,10.3521506129032,NA,0.021518
"Chula Vista",2010,6,126,-117.059075,32.631231,"Chula Vista",5.39791666666667,9.49444453333333,NA,0.0152180333333333
"Chula Vista",2010,7,127,-117.059075,32.631231,"Chula Vista",5.31841396774193,20.8091398064516,NA,0.0159959677419355
"Chula Vista",2010,8,128,-117.059075,32.631231,"Chula Vista",4.78198925806452,18.8642472903226,NA,0.0167298709677419
"Chula Vista",2010,9,129,-117.059075,32.631231,"Chula Vista",6.00125,33.6555556,NA,0.0485195
"Chula Vista",2010,10,130,-117.059075,32.631231,"Chula Vista",6.05000003225806,19.3951612580645,NA,0.0378332580645161
"Chula Vista",2010,11,131,-117.059075,32.631231,"Chula Vista",7.57569436666667,37.5652778666667,NA,0.0213929666666667
"Chula Vista",2010,12,132,-117.059075,32.631231,"Chula Vista",8.20658596774194,28.0161290967742,NA,0.0251637741935484
"Chula Vista",2011,1,133,-117.059075,32.631231,"Chula Vista",5.44099458064516,26.1545699032258,NA,0.0276760967741935
"Chula Vista",2011,2,134,-117.059075,32.631231,"Chula Vista",10.7089738928571,22.7879141071429,NA,NA
"Chula Vista",2011,3,135,-117.059075,32.631231,"Chula Vista",9.968525,23.8682796451613,NA,0.0298668387096774
"Chula Vista",2011,4,136,-117.059075,32.631231,"Chula Vista",6.79475186666667,20.5176327666667,NA,0.02374928
"Chula Vista",2011,5,137,-117.059075,32.631231,"Chula Vista",6.47872451612903,27.529936483871,NA,0.0157175483870968
"Chula Vista",2011,6,138,-117.059075,32.631231,"Chula Vista",6.8645203,11.0975241333333,NA,0.0186167333333333
"Chula Vista",2011,7,139,-117.059075,32.631231,"Chula Vista",5.20958377419355,16.985741,NA,0.0164482258064516
"Chula Vista",2011,8,140,-117.059075,32.631231,"Chula Vista",5.63359996774193,NA,NA,0.0202981612903226
"Chula Vista",2011,9,141,-117.059075,32.631231,"Chula Vista",4.94202556666667,30.2706694333333,NA,0.024572
"Chula Vista",2011,10,142,-117.059075,32.631231,"Chula Vista",8.6168654516129,30.1837308064516,NA,0.0298567307692308
"Chula Vista",2011,11,143,-117.059075,32.631231,"Chula Vista",7.00196633333333,26.5007309333333,NA,NA
"Chula Vista",2011,12,144,-117.059075,32.631231,"Chula Vista",7.20940858064516,21.7500000322581,NA,0.0312686333333333
"Chula Vista",2012,1,145,-117.059075,32.631231,"Chula Vista",5.53575264516129,25.5846774516129,NA,0.0284629677419355
"Chula Vista",2012,2,146,-117.059075,32.631231,"Chula Vista",8.15962648275862,20.2543103448276,NA,0.0230834827586207
"Chula Vista",2012,3,147,-117.059075,32.631231,"Chula Vista",12.0880376774194,27.3803763870968,NA,0.0213865161290323
"Chula Vista",2012,4,148,-117.059075,32.631231,"Chula Vista",8.68448243333333,15.8569444666667,NA,0.0277332
"Chula Vista",2012,5,149,-117.059075,32.631231,"Chula Vista",6.00779564516129,10.038210483871,NA,0.0186134516129032
"Chula Vista",2012,6,150,-117.059075,32.631231,"Chula Vista",6.06875,11.2597222,NA,0.0236596666666667
"Chula Vista",2012,7,151,-117.059075,32.631231,"Chula Vista",5.98236322580645,17.0676718387097,NA,0.0198775806451613
"Chula Vista",2012,8,152,-117.059075,32.631231,"Chula Vista",5.23360216129032,11.4706638709677,NA,0.0210536774193548
"Chula Vista",2012,9,153,-117.059075,32.631231,"Chula Vista",6.04763893333333,27.5416666666667,NA,0.0456689
"Chula Vista",2012,10,154,-117.059075,32.631231,"Chula Vista",5.83454303225806,20.7446236774194,NA,0.0353038387096774
"Chula Vista",2012,11,155,-117.059075,32.631231,"Chula Vista",8.4308532,27.3527777666667,NA,0.0290291666666667
"Chula Vista",2012,12,156,-117.059075,32.631231,"Chula Vista",6.97688167741935,16.3413978709677,NA,0.0243074838709677
"Chula Vista",2013,1,157,-117.059075,32.631231,"Chula Vista",9.57903229032258,25.5537634516129,NA,0.0268293225806452
"Chula Vista",2013,2,158,-117.059075,32.631231,"Chula Vista",8.74985117857143,25.1726191071429,NA,0.0227593928571429
"Chula Vista",2013,3,159,-117.059075,32.631231,"Chula Vista",6.41190387096774,22.9910589032258,NA,0.0273768709677419
"Chula Vista",2013,4,160,-117.059075,32.631231,"Chula Vista",8.2293055,20.0652778,NA,0.0230298333333333
"Chula Vista",2013,5,161,-117.059075,32.631231,"Chula Vista",6.72782261290322,22.9892472580645,NA,0.0225044193548387
"Chula Vista",2013,6,162,-117.059075,32.631231,"Chula Vista",5.52353186666667,11.7396825666667,NA,0.0192230666666667
"Chula Vista",2013,7,163,-117.059075,32.631231,"Chula Vista",5.3587365483871,10.9157066451613,NA,0.0139536451612903
"Chula Vista",2013,8,164,-117.059075,32.631231,"Chula Vista",4.45591396774194,22.3790322580645,NA,0.0200639032258065
"Chula Vista",2013,9,165,-117.059075,32.631231,"Chula Vista",6.26930546666667,17.0013888333333,NA,0.0310005666666667
"Chula Vista",2013,10,166,-117.059075,32.631231,"Chula Vista",6.09395161290323,24.0752688387097,NA,0.0265237096774194
"Chula Vista",2013,11,167,-117.059075,32.631231,"Chula Vista",6.71180556666667,23.9402777333333,NA,0.0363652
"Chula Vista",2013,12,168,-117.059075,32.631231,"Chula Vista",4.90053764516129,24.272849516129,NA,0.0233615161290323
"Chula Vista",2014,1,169,-117.059075,32.631231,"Chula Vista",5.64946241935484,24.1780336774194,NA,0.0254167419354839
"Chula Vista",2014,2,170,-117.059075,32.631231,"Chula Vista",13.3083333928571,18.6957521428571,NA,0.0252916785714286
"Chula Vista",2014,3,171,-117.059075,32.631231,"Chula Vista",7.3133064516129,25.6465054193548,NA,0.0210328709677419
"Chula Vista",2014,4,172,-117.059075,32.631231,"Chula Vista",7.94194443333333,29.1930556,NA,0.0304286
"Chula Vista",2014,5,173,-117.059075,32.631231,"Chula Vista",6.47498083870968,29.5595238064516,NA,0.0284182580645161
"Chula Vista",2014,6,174,-117.059075,32.631231,"Chula Vista",5.17556766666667,8.65658213333333,NA,0.010311
"Chula Vista",2014,7,175,-117.059075,32.631231,"Chula Vista",6.59099470967742,14.5577957096774,NA,0.0156469032258065
"Chula Vista",2014,8,176,-117.059075,32.631231,"Chula Vista",5.36937403225806,14.59351,NA,0.0183196451612903
"Chula Vista",2014,9,177,-117.059075,32.631231,"Chula Vista",6.36361106666667,22.1458333666667,NA,0.0236662333333333
"Chula Vista",2014,10,178,-117.059075,32.631231,"Chula Vista",5.89973112903226,24.2620967419355,NA,0.0420528064516129
"Chula Vista",2014,11,179,-117.059075,32.631231,"Chula Vista",6.1904288,24.9972222,NA,0.0280816333333333
"Chula Vista",2014,12,180,-117.059075,32.631231,"Chula Vista",7.41629032258065,19.3669353870968,NA,0.0240498064516129
"Chula Vista",2015,1,181,-117.059075,32.631231,"Chula Vista",6.84163209677419,23.6545858064516,NA,0.0261764193548387
"Chula Vista",2015,2,182,-117.059075,32.631231,"Chula Vista",7.38778467857143,24.7831633214286,NA,0.0320431428571429
"Chula Vista",2015,3,183,-117.059075,32.631231,"Chula Vista",5.66990996774194,27.4278867741936,NA,0.0262018709677419
"Chula Vista",2015,4,184,-117.059075,32.631231,"Chula Vista",6.0746075,21.3508454333333,NA,0.0247317
"Chula Vista",2015,5,185,-117.059075,32.631231,"Chula Vista",5.81516312903226,20.8532130322581,NA,0.0130649677419355
"Chula Vista",2015,6,186,-117.059075,32.631231,"Chula Vista",5.29754236666667,16.3535901666667,NA,0.0200594333333333
"Chula Vista",2015,7,187,-117.059075,32.631231,"Chula Vista",4.94441319354839,14.7916666451613,NA,0.0184791785714286
"Chula Vista",2015,8,188,-117.059075,32.631231,"Chula Vista",6.41695312903226,13.3613838387097,NA,0.0204063870967742
"Chula Vista",2015,9,189,-117.059075,32.631231,"Chula Vista",7.95013896666667,21.1827778,NA,0.0369869666666667
"Chula Vista",2015,10,190,-117.059075,32.631231,"Chula Vista",5.62223590322581,26.715287516129,NA,0.0372117419354839
"Chula Vista",2015,11,191,-117.059075,32.631231,"Chula Vista",10.597977,27.5640700333333,NA,0.0405697666666667
"Chula Vista",2015,12,192,-117.059075,32.631231,"Chula Vista",7.93864003225806,22.1851226129032,NA,0.0233815806451613
"Chula Vista",2016,1,193,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,2,194,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,3,195,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,4,196,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,5,197,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,6,198,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,7,199,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,8,200,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,9,201,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,10,202,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,11,203,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"Chula Vista",2016,12,204,-117.059075,32.631231,"Chula Vista",NA,NA,NA,NA
"San Diego",2006,1,73,-116.937772,32.552164,"Otay Mesa",8.28021255172414,28.5257281724138,NA,0.0323646774193548
"San Diego",2006,2,74,-116.937772,32.552164,"Otay Mesa",9.12842264285714,26.7514881428571,NA,0.0358917142857143
"San Diego",2006,3,75,-116.937772,32.552164,"Otay Mesa",6.85608341935484,23.110799483871,NA,0.0254783870967742
"San Diego",2006,4,76,-116.937772,32.552164,"Otay Mesa",7.18784046666667,23.3046840333333,NA,0.0385591666666667
"San Diego",2006,5,77,-116.937772,32.552164,"Otay Mesa",7.00228487096774,15.9623656129032,NA,0.0232498387096774
"San Diego",2006,6,78,-116.937772,32.552164,"Otay Mesa",6.17455313333333,28.4643115666667,NA,0.0360226666666667
"San Diego",2006,7,79,-116.937772,32.552164,"Otay Mesa",5.0580645483871,34.0537634193548,NA,0.0392620967741935
"San Diego",2006,8,80,-116.937772,32.552164,"Otay Mesa",4.39638848387097,18.178763483871,NA,0.0244812258064516
"San Diego",2006,9,81,-116.937772,32.552164,"Otay Mesa",4.83166666666667,24.5125000333333,NA,0.0385609666666667
"San Diego",2006,10,82,-116.937772,32.552164,"Otay Mesa",7.525,23.2849462903226,NA,0.0352034516129032
"San Diego",2006,11,83,-116.937772,32.552164,"Otay Mesa",8.7154166,27.4430555,NA,0.0339416666666667
"San Diego",2006,12,84,-116.937772,32.552164,"Otay Mesa",10.7817204516129,23.1962365806452,NA,0.0306724193548387
"San Diego",2007,1,85,-116.937772,32.552164,"Otay Mesa",6.66483167741935,27.9802478064516,NA,0.0220841290322581
"San Diego",2007,2,86,-116.937772,32.552164,"Otay Mesa",7.5125,29.7232142857143,NA,0.0193884285714286
"San Diego",2007,3,87,-116.937772,32.552164,"Otay Mesa",10.6299730645161,30.2647849354839,NA,0.0280991612903226
"San Diego",2007,4,88,-116.937772,32.552164,"Otay Mesa",7.09291676666667,20.4210749,NA,0.0323055333333333
"San Diego",2007,5,89,-116.937772,32.552164,"Otay Mesa",7.41839648387097,28.3673020322581,NA,0.0289758064516129
"San Diego",2007,6,90,-116.937772,32.552164,"Otay Mesa",5.95916673333333,16.1805556,NA,0.0235558333333333
"San Diego",2007,7,91,-116.937772,32.552164,"Otay Mesa",4.89059138709677,17.3615591612903,NA,0.0257105161290323
"San Diego",2007,8,92,-116.937772,32.552164,"Otay Mesa",6.81694719354839,19.1632773225806,NA,0.0393983548387097
"San Diego",2007,9,93,-116.937772,32.552164,"Otay Mesa",6.91125006666667,33.5944444,NA,0.0473402666666667
"San Diego",2007,10,94,-116.937772,32.552164,"Otay Mesa",14.5558730645161,29.0217391612903,NA,0.0259251827956989
"San Diego",2007,11,95,-116.937772,32.552164,"Otay Mesa",8.4170834,28.1694443666667,NA,0.0269057666666667
"San Diego",2007,12,96,-116.937772,32.552164,"Otay Mesa",8.22661283870968,28.0994622903226,NA,0.025061
"San Diego",2008,1,97,-116.937772,32.552164,"Otay Mesa",13.4559140322581,21.1989247741936,NA,0.0291531935483871
"San Diego",2008,2,98,-116.937772,32.552164,"Otay Mesa",8.12931037931035,26.9267242413793,NA,0.0279478275862069
"San Diego",2008,3,99,-116.937772,32.552164,"Otay Mesa",7.03938174193548,26.8077956774194,NA,0.0359793548387097
"San Diego",2008,4,100,-116.937772,32.552164,"Otay Mesa",9.19663756666667,32.3645689666667,NA,0.0526558666666667
"San Diego",2008,5,101,-116.937772,32.552164,"Otay Mesa",7.39556529032258,32.3705196774194,NA,0.0339035217391304
"San Diego",2008,6,102,-116.937772,32.552164,"Otay Mesa",5.95727263333333,33.8544191666667,NA,0.0470759
"San Diego",2008,7,103,-116.937772,32.552164,"Otay Mesa",5.02822574193548,17.4516129354839,NA,0.0452541612903226
"San Diego",2008,8,104,-116.937772,32.552164,"Otay Mesa",5.04658135483871,15.5403810967742,NA,0.031294064516129
"San Diego",2008,9,105,-116.937772,32.552164,"Otay Mesa",6.3409964,23.2388888666667,NA,0.0353027333333333
"San Diego",2008,10,106,-116.937772,32.552164,"Otay Mesa",6.52105729032258,27.5049282903226,NA,0.0463029677419355
"San Diego",2008,11,107,-116.937772,32.552164,"Otay Mesa",9.13239893333333,25.1041666666667,NA,0.0233001666666667
"San Diego",2008,12,108,-116.937772,32.552164,"Otay Mesa",9.61209677419355,21.8844085483871,NA,0.0194595161290323
"San Diego",2009,1,109,-116.937772,32.552164,"Otay Mesa",7.57325270967742,23.5403225806452,NA,0.0242183870967742
"San Diego",2009,2,110,-116.937772,32.552164,"Otay Mesa",8.79629332142857,26.4440346785714,NA,0.0267533571428571
"San Diego",2009,3,111,-116.937772,32.552164,"Otay Mesa",7.93790319354839,27.3924730967742,NA,0.0385489642857143
"San Diego",2009,4,112,-116.937772,32.552164,"Otay Mesa",11.7076389333333,37.3736111333333,NA,0.0350605
"San Diego",2009,5,113,-116.937772,32.552164,"Otay Mesa",5.073463,15.8646564516129,NA,0.0210218709677419
"San Diego",2009,6,114,-116.937772,32.552164,"Otay Mesa",5.60527776666667,18.0277777666667,NA,0.0252671333333333
"San Diego",2009,7,115,-116.937772,32.552164,"Otay Mesa",4.93870970967742,19.0483870967742,NA,0.0305135161290323
"San Diego",2009,8,116,-116.937772,32.552164,"Otay Mesa",6.02298383870968,28.2392473870968,NA,0.0322569677419355
"San Diego",2009,9,117,-116.937772,32.552164,"Otay Mesa",NA,27.5864734,NA,0.0443898
"San Diego",2009,10,118,-116.937772,32.552164,"Otay Mesa",NA,26.7419355483871,NA,0.0366807096774194
"San Diego",2009,11,119,-116.937772,32.552164,"Otay Mesa",NA,25.2638888333333,NA,0.0298141333333333
"San Diego",2009,12,120,-116.937772,32.552164,"Otay Mesa",NA,24.2905563548387,NA,0.0237963666666667
"San Diego",2010,1,121,-116.937772,32.552164,"Otay Mesa",NA,21.2852968709677,NA,0.0247157
"San Diego",2010,2,122,-116.937772,32.552164,"Otay Mesa",6.90836526923077,26.6711308571429,NA,0.0221461071428571
"San Diego",2010,3,123,-116.937772,32.552164,"Otay Mesa",11.8178763548387,28.6989247419355,NA,0.0235497096774194
"San Diego",2010,4,124,-116.937772,32.552164,"Otay Mesa",7.2851388,23.9138889666667,NA,0.023733
"San Diego",2010,5,125,-116.937772,32.552164,"Otay Mesa",6.41236570967742,16.8373655483871,NA,0.0281559677419355
"San Diego",2010,6,126,-116.937772,32.552164,"Otay Mesa",4.96583333333333,14.5222221333333,NA,0.0144190333333333
"San Diego",2010,7,127,-116.937772,32.552164,"Otay Mesa",4.74959680645161,28.6545699677419,NA,0.0207501935483871
"San Diego",2010,8,128,-116.937772,32.552164,"Otay Mesa",5.08051077419355,24.4032257419355,NA,0.0229503225806452
"San Diego",2010,9,129,-116.937772,32.552164,"Otay Mesa",4.64439396666667,36.7819444,NA,0.0451605333333333
"San Diego",2010,10,130,-116.937772,32.552164,"Otay Mesa",9.74018812903226,24.211021483871,NA,0.0422433225806452
"San Diego",2010,11,131,-116.937772,32.552164,"Otay Mesa",10.6477777,38.3249999666667,NA,0.02096
"San Diego",2010,12,132,-116.937772,32.552164,"Otay Mesa",7.20779570967742,30.3373656129032,NA,0.0281641612903226
"San Diego",2011,1,133,-116.937772,32.552164,"Otay Mesa",7.32526880645161,27.4959677096774,NA,0.023497064516129
